               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.079977,            0.047127,            0.030325,             0.09039,             0.12196,            0.034516,           0.0089753,            0.090206,             0.46545,            0.024273,              0.0016,              0.0016,              0.0856
                   1,            0.057248,            0.030957,             0.01158,           0.0086866,             0.38626,           0.0050665,           0.0011398,             0.10215,              7.4195,            0.072356,           0.0032673,           0.0032673,            0.070267
                   2,             0.04681,            0.026062,           0.0064664,           0.0029268,              0.2955,           0.0018544,          0.00047806,             0.11356,              9.2179,             0.18291,            0.004901,            0.004901,            0.054901
                   3,            0.043293,             0.02505,           0.0054935,            0.017311,              0.2125,           0.0083667,            0.002816,             0.10478,              2.6336,             0.10311,            0.006501,            0.006501,            0.039501
                   4,            0.041105,            0.024363,           0.0056607,             0.37323,             0.08285,            0.021441,           0.0045671,             0.08336,             0.79206,            0.039816,           0.0080674,           0.0080674,            0.024067
                   5,            0.038538,            0.022727,           0.0041678,             0.20331,              0.1965,             0.10253,             0.03188,            0.070011,             0.34781,            0.059429,            0.009505,            0.009505,            0.009505
                   6,            0.036621,            0.022571,           0.0046178,             0.26554,             0.41852,             0.22211,            0.087812,            0.068389,             0.22149,            0.059697,            0.009505,            0.009505,            0.009505
                   7,            0.035504,            0.021941,           0.0034617,            0.090738,              0.1162,            0.036331,            0.012633,            0.075563,             0.27091,            0.044288,            0.009406,            0.009406,            0.009406
                   8,            0.034586,            0.021921,           0.0033849,             0.44126,              0.2976,             0.23446,             0.11955,            0.052422,             0.13336,            0.054754,            0.009307,            0.009307,            0.009307
                   9,            0.034214,            0.020599,           0.0026206,             0.62084,             0.56052,             0.54374,             0.27224,            0.041496,             0.10782,           0.0067137,            0.009208,            0.009208,            0.009208
                  10,            0.032937,            0.020239,           0.0022109,             0.64141,             0.52835,             0.56959,              0.3078,            0.041809,            0.067085,            0.021162,            0.009109,            0.009109,            0.009109
                  11,            0.030508,            0.019044,           0.0027967,             0.75121,              0.7136,             0.76558,             0.40957,             0.03824,            0.025713,           0.0042445,             0.00901,             0.00901,             0.00901
                  12,            0.029259,            0.018564,           0.0022639,             0.83338,              0.5709,              0.7194,             0.36324,            0.044475,            0.021313,           0.0094088,            0.008911,            0.008911,            0.008911
                  13,             0.02919,            0.018989,           0.0019833,             0.85429,             0.71091,             0.81373,             0.45979,            0.038649,            0.026701,           0.0038603,            0.008812,            0.008812,            0.008812
                  14,            0.030288,            0.018796,            0.001721,             0.86687,             0.77768,             0.85726,             0.44409,            0.040985,            0.023287,            0.001663,            0.008713,            0.008713,            0.008713
                  15,            0.029043,            0.018595,           0.0015917,             0.86799,             0.82101,             0.86532,             0.48148,            0.039986,            0.022035,           0.0043715,            0.008614,            0.008614,            0.008614
                  16,            0.027662,            0.017129,           0.0015676,             0.91159,             0.81127,             0.87573,             0.48127,            0.033983,            0.021303,           0.0019465,            0.008515,            0.008515,            0.008515
                  17,            0.026491,            0.016787,           0.0013882,             0.91428,             0.85244,             0.88242,              0.5356,            0.037159,            0.013788,           0.0051145,            0.008416,            0.008416,            0.008416
                  18,            0.026905,            0.015898,           0.0014003,             0.76985,             0.79429,             0.80843,             0.45989,            0.041109,            0.014363,           0.0059529,            0.008317,            0.008317,            0.008317
                  19,            0.026618,            0.016446,           0.0012735,             0.87659,             0.83586,             0.88148,             0.49277,            0.038612,            0.020458,           0.0058487,            0.008218,            0.008218,            0.008218
                  20,            0.026629,            0.016485,           0.0010807,             0.91583,             0.79329,             0.88722,             0.55017,            0.034358,            0.016636,           0.0047188,            0.008119,            0.008119,            0.008119
                  21,            0.025269,            0.016059,           0.0010722,             0.88613,             0.87861,             0.89815,             0.54537,            0.034955,            0.013755,           0.0073371,             0.00802,             0.00802,             0.00802
                  22,            0.024347,            0.016032,           0.0010957,             0.86476,              0.8102,             0.88304,             0.52507,            0.033546,            0.014381,           0.0073744,            0.007921,            0.007921,            0.007921
                  23,            0.024068,            0.015801,           0.0010798,             0.85793,             0.89078,             0.90895,             0.58312,             0.03619,             0.01342,            0.011062,            0.007822,            0.007822,            0.007822
                  24,            0.023974,            0.015539,           0.0014697,             0.89167,             0.81053,             0.88229,             0.51474,            0.035772,            0.013813,            0.001345,            0.007723,            0.007723,            0.007723
                  25,             0.02386,            0.015737,           0.0013307,             0.84896,             0.83222,             0.86573,             0.51101,            0.036492,            0.014579,           0.0052498,            0.007624,            0.007624,            0.007624
                  26,             0.02337,            0.015504,           0.0010809,             0.89541,             0.80304,             0.88676,             0.55628,            0.033651,            0.015272,            0.004901,            0.007525,            0.007525,            0.007525
                  27,            0.023065,             0.01502,          0.00098393,             0.92346,             0.75572,             0.84567,             0.50749,            0.034826,            0.014549,           0.0087957,            0.007426,            0.007426,            0.007426
                  28,            0.023414,             0.01515,          0.00092678,             0.88913,               0.825,             0.87239,             0.49848,             0.03516,            0.014448,           0.0036984,            0.007327,            0.007327,            0.007327
                  29,            0.022343,            0.014981,          0.00087479,             0.89508,             0.85718,             0.88308,             0.53486,            0.036528,            0.013385,            0.012681,            0.007228,            0.007228,            0.007228
                  30,            0.022605,            0.014484,          0.00084328,             0.90363,             0.90077,              0.9313,             0.58151,            0.034435,            0.012398,           0.0033081,            0.007129,            0.007129,            0.007129
                  31,            0.021716,            0.013799,          0.00081294,             0.86088,             0.84532,             0.89041,             0.53722,             0.03749,            0.013369,           0.0035441,             0.00703,             0.00703,             0.00703
                  32,            0.022633,            0.014277,          0.00094767,             0.85979,              0.8411,             0.88461,             0.54604,            0.031953,            0.015213,           0.0078729,            0.006931,            0.006931,            0.006931
                  33,            0.022615,            0.014167,          0.00090022,             0.89871,             0.80507,             0.89833,             0.56573,            0.036645,            0.014749,           0.0014849,            0.006832,            0.006832,            0.006832
                  34,            0.021011,            0.014194,          0.00070725,             0.88473,             0.86872,             0.91521,              0.5867,            0.031759,            0.013496,            0.018809,            0.006733,            0.006733,            0.006733
                  35,             0.02045,            0.014136,            0.001071,             0.86799,             0.79343,             0.86937,             0.56655,            0.034426,            0.016012,           0.0098267,            0.006634,            0.006634,            0.006634
                  36,            0.020896,            0.013921,           0.0007548,             0.89095,             0.88539,             0.90271,             0.54841,            0.033716,            0.012519,           0.0092399,            0.006535,            0.006535,            0.006535
                  37,             0.02049,            0.013724,          0.00064844,             0.90083,             0.89938,              0.9274,             0.61612,            0.031922,            0.013286,            0.012032,            0.006436,            0.006436,            0.006436
                  38,            0.020378,            0.013658,          0.00065054,             0.86266,             0.91908,             0.91865,             0.61414,            0.032512,            0.012387,           0.0037501,            0.006337,            0.006337,            0.006337
                  39,            0.020215,            0.013457,          0.00083849,             0.92271,             0.92073,             0.93715,               0.588,            0.031315,            0.013383,           0.0020866,            0.006238,            0.006238,            0.006238
                  40,            0.019179,            0.013136,          0.00068046,             0.88868,             0.88584,             0.93094,             0.54423,            0.029924,            0.016049,           0.0019038,            0.006139,            0.006139,            0.006139
                  41,            0.019393,            0.013002,             0.00076,             0.91723,             0.78952,              0.8996,             0.56339,            0.031941,            0.012898,            0.015224,             0.00604,             0.00604,             0.00604
                  42,            0.018465,            0.012932,          0.00065259,             0.90492,              0.9017,             0.92428,             0.60743,             0.03155,            0.011928,          0.00092023,            0.005941,            0.005941,            0.005941
