               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,             0.10028,            0.044962,            0.038273,              0.1027,             0.12539,            0.048949,            0.013746,            0.075094,            0.025137,            0.029985,              0.0016,              0.0016,              0.0856
                   1,            0.071167,            0.040385,            0.027334,             0.51952,             0.38728,             0.47034,             0.22415,            0.062822,            0.028173,            0.014235,           0.0032673,           0.0032673,            0.070267
                   2,            0.068638,            0.028274,            0.015111,             0.65868,             0.49752,             0.56322,             0.25243,               0.069,            0.015889,            0.011548,            0.004901,            0.004901,            0.054901
                   3,            0.061804,            0.022828,           0.0088248,             0.66359,             0.57566,             0.65618,             0.26535,            0.061133,            0.016495,           0.0043824,            0.006501,            0.006501,            0.039501
                   4,            0.055163,            0.020732,           0.0060887,             0.63306,             0.57005,             0.58759,             0.28106,             0.04973,            0.013657,            0.012027,           0.0080674,           0.0080674,            0.024067
                   5,            0.049201,             0.01923,           0.0046019,             0.50699,             0.59718,             0.53947,             0.22324,            0.052398,            0.019905,            0.012671,            0.009505,            0.009505,            0.009505
                   6,            0.044333,            0.018035,           0.0037637,             0.81885,             0.77692,             0.83572,              0.4738,            0.042239,            0.014785,           0.0049022,            0.009505,            0.009505,            0.009505
                   7,            0.038787,             0.01775,            0.003011,             0.69431,             0.71986,             0.75357,             0.41188,            0.046783,            0.016198,           0.0042715,            0.009406,            0.009406,            0.009406
                   8,            0.036575,            0.017881,           0.0025477,             0.83281,             0.82321,              0.8713,             0.53123,            0.039244,            0.014416,           0.0037384,            0.009307,            0.009307,            0.009307
                   9,            0.032554,            0.016339,           0.0022839,              0.9264,             0.90225,             0.93113,             0.60023,            0.034777,            0.013454,           0.0026413,            0.009208,            0.009208,            0.009208
                  10,            0.031673,            0.015934,            0.002011,             0.89874,             0.88625,             0.92056,             0.52987,            0.040866,            0.014389,           0.0064927,            0.009109,            0.009109,            0.009109
                  11,            0.032202,            0.015581,           0.0020233,               0.907,             0.89302,             0.91883,             0.53549,            0.038506,            0.014061,           0.0034995,             0.00901,             0.00901,             0.00901
                  12,            0.030304,            0.015492,           0.0017739,             0.84183,             0.80452,             0.83862,             0.45546,            0.041658,            0.015433,           0.0079956,            0.008911,            0.008911,            0.008911
                  13,            0.029577,            0.015503,           0.0017481,             0.92718,             0.88297,             0.92658,             0.57274,            0.035402,            0.012555,           0.0015319,            0.008812,            0.008812,            0.008812
                  14,            0.027794,            0.014859,           0.0014919,              0.9065,              0.8839,             0.90186,             0.55219,            0.038045,            0.013382,           0.0026321,            0.008713,            0.008713,            0.008713
                  15,            0.026804,            0.014547,           0.0014947,             0.91626,             0.87459,             0.89547,             0.55622,             0.03479,            0.014999,           0.0018992,            0.008614,            0.008614,            0.008614
                  16,            0.026549,            0.013835,           0.0013672,             0.90756,              0.8005,              0.8776,             0.54387,            0.034621,            0.015462,           0.0017521,            0.008515,            0.008515,            0.008515
                  17,            0.025472,            0.013762,           0.0013922,             0.88023,             0.91631,             0.91112,             0.57085,            0.037275,            0.015057,           0.0016297,            0.008416,            0.008416,            0.008416
                  18,            0.024689,            0.013012,           0.0013353,             0.93179,             0.85234,             0.87921,             0.56471,            0.034289,            0.016083,            0.003849,            0.008317,            0.008317,            0.008317
                  19,            0.024514,            0.013118,           0.0011832,             0.90242,             0.85704,             0.88732,              0.5896,            0.033016,            0.016409,           0.0032186,            0.008218,            0.008218,            0.008218
                  20,            0.023968,            0.013206,           0.0013062,              0.8724,             0.89024,             0.90512,             0.57973,             0.03051,            0.014091,           0.0018359,            0.008119,            0.008119,            0.008119
                  21,            0.023273,            0.012845,           0.0011739,             0.91664,              0.8903,             0.90983,             0.58316,            0.032075,            0.015055,           0.0042297,             0.00802,             0.00802,             0.00802
                  22,            0.022839,            0.012745,            0.001313,             0.91969,             0.89525,             0.90474,             0.58809,            0.032056,            0.013725,           0.0022161,            0.007921,            0.007921,            0.007921
                  23,            0.023039,            0.012989,           0.0010881,             0.91268,             0.87445,             0.89195,             0.59367,             0.03055,             0.01526,           0.0024314,            0.007822,            0.007822,            0.007822
                  24,            0.021293,            0.012283,             0.00112,             0.92605,              0.8648,             0.91311,             0.61382,            0.030898,            0.014566,           0.0014285,            0.007723,            0.007723,            0.007723
                  25,            0.021461,            0.012499,           0.0010423,             0.95446,             0.87872,             0.92505,              0.6059,            0.032439,            0.014955,           0.0028969,            0.007624,            0.007624,            0.007624
                  26,            0.020356,            0.012173,            0.001156,             0.93671,             0.89559,             0.91236,             0.58579,            0.031804,            0.015861,           0.0019666,            0.007525,            0.007525,            0.007525
                  27,            0.021716,            0.012053,           0.0010049,             0.94832,              0.9071,              0.9332,             0.58909,            0.032169,            0.016286,           0.0039024,            0.007426,            0.007426,            0.007426
                  28,            0.020436,            0.011996,          0.00096382,             0.94265,             0.90151,             0.91833,              0.6209,            0.032766,            0.015729,           0.0097815,            0.007327,            0.007327,            0.007327
                  29,            0.019119,            0.011921,           0.0010786,              0.9377,             0.91655,             0.92731,             0.61352,            0.031687,            0.016222,            0.002637,            0.007228,            0.007228,            0.007228
                  30,            0.019031,            0.011454,           0.0010153,             0.92268,             0.85583,             0.90571,             0.58219,             0.03103,            0.015989,           0.0054198,            0.007129,            0.007129,            0.007129
                  31,            0.018632,            0.011089,          0.00087516,             0.92042,             0.90471,             0.93254,             0.62077,             0.02978,            0.014648,           0.0018079,             0.00703,             0.00703,             0.00703
                  32,            0.020269,            0.011522,          0.00091001,             0.95055,             0.87958,             0.90856,             0.58898,            0.032506,            0.016278,           0.0011588,            0.006931,            0.006931,            0.006931
                  33,            0.019229,            0.011255,          0.00088215,              0.9432,             0.91183,             0.91477,             0.61063,            0.030323,            0.016022,           0.0035129,            0.006832,            0.006832,            0.006832
                  34,            0.019036,            0.011483,          0.00082197,             0.89288,             0.88337,             0.91376,             0.58724,            0.031249,             0.01631,           0.0019946,            0.006733,            0.006733,            0.006733
                  35,            0.017411,             0.01097,          0.00093529,             0.90331,             0.90921,             0.91786,             0.59196,            0.032361,             0.01769,            0.002594,            0.006634,            0.006634,            0.006634
                  36,            0.018416,            0.010844,          0.00080039,             0.91221,             0.87524,             0.91217,             0.60636,            0.032016,            0.016548,           0.0015265,            0.006535,            0.006535,            0.006535
                  37,            0.017886,            0.010747,          0.00082303,             0.92897,             0.85978,             0.90216,             0.61891,            0.030778,            0.016238,           0.0017599,            0.006436,            0.006436,            0.006436
                  38,            0.018161,            0.010746,          0.00079418,             0.93927,             0.89087,             0.92223,             0.63487,            0.030053,            0.015863,            0.001497,            0.006337,            0.006337,            0.006337
                  39,            0.016614,            0.010505,          0.00073774,             0.93673,             0.89983,             0.92046,             0.62832,            0.031275,            0.015686,            0.001783,            0.006238,            0.006238,            0.006238
                  40,            0.017612,            0.010701,          0.00084027,             0.92971,             0.88691,              0.9057,             0.61316,            0.031695,            0.016633,           0.0019829,            0.006139,            0.006139,            0.006139
                  41,            0.015978,             0.01033,          0.00078014,             0.92485,             0.92341,             0.93164,             0.63887,            0.030616,              0.0162,           0.0034163,             0.00604,             0.00604,             0.00604
