               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  42,            0.016432,            0.010517,          0.00082374,             0.89992,             0.87831,             0.92082,             0.60797,            0.030057,            0.017029,             0.01229,            0.005941,            0.005941,            0.005941
                  43,            0.016724,            0.010399,          0.00072301,             0.88929,             0.89801,             0.89452,             0.58647,            0.031989,            0.018015,           0.0078456,            0.005842,            0.005842,            0.005842
                  44,            0.016078,             0.01001,          0.00079782,             0.93638,             0.85983,             0.92613,             0.60003,            0.030384,            0.014632,           0.0019283,            0.005743,            0.005743,            0.005743
                  45,            0.015748,           0.0099498,          0.00069258,              0.9383,             0.90827,             0.93413,             0.61687,            0.030257,             0.01524,           0.0016386,            0.005644,            0.005644,            0.005644
                  46,            0.015355,           0.0098203,          0.00068698,             0.93692,             0.92394,             0.94519,             0.63685,            0.031053,             0.01497,           0.0013816,            0.005545,            0.005545,            0.005545
                  47,            0.015299,           0.0099873,           0.0006841,             0.94991,             0.94578,             0.96102,             0.65781,            0.029552,            0.014352,           0.0014552,            0.005446,            0.005446,            0.005446
                  48,            0.014873,           0.0097923,          0.00062905,             0.93637,             0.92385,             0.94259,              0.6388,            0.028975,            0.015253,           0.0010451,            0.005347,            0.005347,            0.005347
                  49,            0.014977,           0.0098105,          0.00068567,             0.93721,             0.91857,             0.93442,             0.64336,            0.028507,            0.014166,           0.0011192,            0.005248,            0.005248,            0.005248
                  50,              0.0145,           0.0094596,            0.000622,             0.91796,             0.92178,             0.93719,             0.63705,             0.02928,             0.01463,           0.0011834,            0.005149,            0.005149,            0.005149
                  51,            0.014239,           0.0095131,          0.00061369,             0.92666,             0.90829,             0.92671,             0.62813,            0.029106,            0.016083,           0.0012586,             0.00505,             0.00505,             0.00505
                  52,            0.014068,           0.0096302,          0.00062496,             0.92388,             0.91906,             0.93551,             0.61859,            0.028564,            0.015454,           0.0012035,            0.004951,            0.004951,            0.004951
                  53,            0.013882,           0.0094504,          0.00057068,             0.94835,             0.92505,             0.93565,             0.63134,            0.029384,            0.014592,           0.0014392,            0.004852,            0.004852,            0.004852
                  54,            0.014125,           0.0095943,          0.00058061,             0.93431,             0.92448,             0.92699,             0.62809,            0.029609,            0.015612,           0.0029553,            0.004753,            0.004753,            0.004753
                  55,            0.013898,           0.0094254,          0.00056061,              0.9313,             0.92103,             0.93404,             0.63597,            0.028992,            0.015546,           0.0028039,            0.004654,            0.004654,            0.004654
                  56,            0.013068,           0.0092246,          0.00051254,             0.94385,             0.92734,              0.9216,             0.64185,            0.028288,            0.014547,           0.0011015,            0.004555,            0.004555,            0.004555
                  57,            0.013565,           0.0087418,          0.00056645,             0.95111,               0.926,             0.93585,             0.63102,            0.029283,            0.015457,           0.0011166,            0.004456,            0.004456,            0.004456
                  58,            0.013204,           0.0090209,          0.00052958,             0.93036,             0.95019,             0.95056,              0.6397,            0.028719,            0.015212,           0.0010224,            0.004357,            0.004357,            0.004357
                  59,            0.012978,            0.008896,          0.00047257,             0.95339,             0.92826,             0.93505,              0.6443,            0.029355,            0.015983,           0.0010668,            0.004258,            0.004258,            0.004258
                  60,            0.012456,           0.0087719,          0.00052387,             0.94583,               0.926,             0.93314,             0.64068,            0.029925,             0.01598,           0.0011956,            0.004159,            0.004159,            0.004159
                  61,            0.012368,           0.0086669,          0.00046991,             0.94038,             0.94062,             0.94566,             0.64407,            0.029952,            0.016682,           0.0012133,             0.00406,             0.00406,             0.00406
                  62,            0.012067,           0.0083777,          0.00049605,             0.94947,             0.90593,             0.94299,             0.63617,            0.030571,            0.017085,           0.0014121,            0.003961,            0.003961,            0.003961
                  63,            0.012156,           0.0086559,           0.0004514,             0.94843,             0.91643,             0.92735,             0.64349,            0.029393,            0.015875,           0.0011625,            0.003862,            0.003862,            0.003862
                  64,            0.011865,           0.0085608,          0.00049791,             0.94947,             0.92648,             0.94136,             0.65174,            0.029165,            0.015525,           0.0010899,            0.003763,            0.003763,            0.003763
                  65,            0.012015,            0.008836,           0.0005095,             0.93939,             0.93753,             0.94608,             0.64654,            0.029493,            0.016801,           0.0010978,            0.003664,            0.003664,            0.003664
                  66,            0.011962,           0.0086763,          0.00045508,             0.94898,             0.91301,             0.93699,             0.64549,            0.028592,            0.016559,           0.0013132,            0.003565,            0.003565,            0.003565
                  67,             0.01159,           0.0083484,          0.00046624,             0.94454,             0.92519,             0.93415,              0.6401,            0.029328,            0.016108,           0.0013038,            0.003466,            0.003466,            0.003466
                  68,            0.011463,           0.0081517,          0.00048521,             0.94747,             0.88628,             0.92409,              0.6274,            0.029454,            0.016359,           0.0011071,            0.003367,            0.003367,            0.003367
                  69,             0.01125,           0.0084624,          0.00053402,             0.94689,             0.90235,             0.93847,             0.64726,            0.029127,            0.015996,           0.0010572,            0.003268,            0.003268,            0.003268
                  70,            0.010993,           0.0083727,          0.00039792,             0.93132,             0.93606,             0.94501,             0.64317,            0.028982,            0.016508,            0.001075,            0.003169,            0.003169,            0.003169
                  71,             0.01084,           0.0081484,          0.00039763,             0.93993,             0.91788,             0.93857,             0.64151,            0.029094,            0.016763,           0.0015127,             0.00307,             0.00307,             0.00307
                  72,             0.01076,            0.008206,          0.00038994,             0.93157,             0.92222,             0.94303,             0.64236,            0.028808,            0.016496,            0.001062,            0.002971,            0.002971,            0.002971
                  73,            0.010431,           0.0081481,          0.00031593,             0.93267,             0.92581,             0.94308,             0.65232,            0.028437,            0.016139,           0.0010165,            0.002872,            0.002872,            0.002872
                  74,            0.010184,           0.0079728,          0.00040225,             0.93733,             0.90709,               0.934,             0.64804,            0.028796,            0.016844,           0.0012464,            0.002773,            0.002773,            0.002773
                  75,            0.010311,            0.008023,           0.0003177,             0.94446,             0.90232,             0.92953,             0.64906,            0.028708,            0.016244,           0.0013159,            0.002674,            0.002674,            0.002674
                  76,            0.010141,           0.0080558,          0.00033526,             0.93848,             0.90746,              0.9339,             0.64993,            0.028714,            0.016891,           0.0014237,            0.002575,            0.002575,            0.002575
                  77,            0.010082,           0.0076563,          0.00037281,             0.94177,             0.91065,             0.94118,             0.64421,            0.028916,            0.017396,           0.0011857,            0.002476,            0.002476,            0.002476
                  78,            0.010035,           0.0077017,          0.00031948,             0.92627,             0.91655,             0.93786,             0.65009,            0.028722,            0.016919,           0.0020123,            0.002377,            0.002377,            0.002377
                  79,           0.0096676,           0.0076772,          0.00031195,             0.92895,             0.91773,             0.93695,             0.65315,            0.029201,             0.01762,           0.0015846,            0.002278,            0.002278,            0.002278
                  80,           0.0097155,           0.0077679,           0.0003167,             0.92968,             0.91064,             0.94288,             0.65504,            0.029274,            0.017855,           0.0013069,            0.002179,            0.002179,            0.002179
                  81,           0.0095524,           0.0074667,          0.00028195,             0.94784,             0.92126,             0.93576,             0.64957,            0.028743,            0.018007,           0.0012262,             0.00208,             0.00208,             0.00208
                  82,           0.0093963,           0.0076248,          0.00032949,             0.94288,             0.92247,             0.93456,             0.64205,            0.028528,            0.017885,           0.0010224,            0.001981,            0.001981,            0.001981
                  83,           0.0092825,              0.0072,          0.00028551,             0.94294,             0.91897,             0.93587,             0.64288,            0.029171,            0.017465,           0.0010109,            0.001882,            0.001882,            0.001882
                  84,           0.0091711,           0.0071943,          0.00025306,             0.94287,             0.91774,             0.94351,             0.65328,            0.028615,            0.017005,           0.0010148,            0.001783,            0.001783,            0.001783
                  85,           0.0089562,           0.0070622,          0.00023655,             0.95442,             0.90949,             0.93565,             0.64384,             0.02889,            0.017154,          0.00098175,            0.001684,            0.001684,            0.001684
                  86,           0.0088657,           0.0070721,          0.00022762,             0.93555,               0.926,             0.93239,             0.64331,            0.028512,            0.016999,          0.00098864,            0.001585,            0.001585,            0.001585
                  87,           0.0089856,           0.0071229,          0.00028673,             0.94142,             0.91892,             0.93316,             0.64308,            0.028144,            0.017002,           0.0010035,            0.001486,            0.001486,            0.001486
                  88,           0.0087443,           0.0068492,          0.00027678,             0.94652,             0.90591,             0.92808,             0.63604,            0.028021,            0.017295,           0.0009603,            0.001387,            0.001387,            0.001387
                  89,           0.0084145,           0.0070389,          0.00025235,             0.93937,             0.92128,             0.93809,             0.64693,            0.028429,             0.01731,          0.00096494,            0.001288,            0.001288,            0.001288
                  90,           0.0084646,           0.0072387,          0.00021025,             0.94246,             0.91755,             0.93317,             0.64298,            0.028509,            0.017548,          0.00092539,            0.001189,            0.001189,            0.001189
                  91,           0.0085714,           0.0067587,          0.00021767,             0.93831,             0.91891,             0.93271,             0.64812,            0.028527,            0.017138,          0.00096128,             0.00109,             0.00109,             0.00109
                  92,           0.0084878,           0.0069378,          0.00025359,             0.94754,             0.89765,              0.9261,             0.64939,            0.028725,            0.017338,           0.0010191,            0.000991,            0.000991,            0.000991
                  93,           0.0082886,           0.0067091,           0.0001917,             0.95283,             0.89708,             0.92845,             0.64894,            0.028727,             0.01726,           0.0011068,            0.000892,            0.000892,            0.000892
                  94,           0.0081391,           0.0066622,          0.00021889,             0.94746,               0.913,               0.932,             0.64201,            0.028803,            0.017691,           0.0013022,            0.000793,            0.000793,            0.000793
                  95,           0.0080573,           0.0067931,          0.00017585,             0.95339,             0.91064,             0.93137,             0.64585,            0.028387,            0.017845,           0.0011934,            0.000694,            0.000694,            0.000694
                  96,           0.0080136,           0.0066913,          0.00019575,             0.95111,             0.90949,             0.93048,             0.64646,            0.028457,            0.018175,           0.0011545,            0.000595,            0.000595,            0.000595
                  97,           0.0078465,           0.0067143,          0.00015122,              0.9422,             0.91537,             0.93132,             0.64787,            0.028347,            0.017923,           0.0011762,            0.000496,            0.000496,            0.000496
                  98,           0.0079683,           0.0065413,          0.00017692,             0.94667,             0.90945,             0.93185,             0.64654,            0.028286,             0.01791,           0.0010988,            0.000397,            0.000397,            0.000397
                  99,           0.0078483,           0.0065142,          0.00018193,             0.94678,             0.90947,             0.93207,             0.64647,            0.028292,            0.017973,           0.0010924,            0.000298,            0.000298,            0.000298
