               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.080759,            0.038931,            0.037278,             0.39595,             0.45474,             0.40627,             0.14057,            0.066469,            0.019939,            0.017276,           0.0032932,           0.0032932,            0.070361
                   1,            0.063708,            0.023678,            0.011945,             0.59942,             0.46981,             0.53978,             0.25349,            0.070666,            0.010862,           0.0065208,           0.0065609,           0.0065609,            0.040296
                   2,            0.053328,             0.02014,           0.0059138,             0.65039,             0.67327,             0.73638,             0.38101,            0.046546,            0.011995,            0.004567,           0.0097626,           0.0097626,            0.010164
                   3,            0.042022,            0.018813,           0.0040987,             0.78599,             0.75099,             0.73286,             0.39741,            0.040165,            0.013101,            0.010332,            0.009703,            0.009703,            0.009703
                   4,            0.034323,            0.017252,           0.0031996,              0.9021,             0.79531,             0.87072,             0.55572,            0.034168,            0.011333,           0.0071146,            0.009703,            0.009703,            0.009703
                   5,            0.031967,            0.016105,           0.0025099,             0.89442,             0.92375,             0.92667,             0.55415,            0.032839,            0.011131,           0.0029314,            0.009604,            0.009604,            0.009604
                   6,            0.028449,            0.015361,           0.0021198,             0.90922,             0.91102,             0.91752,             0.58834,            0.034196,            0.011005,            0.002899,            0.009505,            0.009505,            0.009505
                   7,            0.028264,             0.01493,           0.0019502,             0.91472,             0.92291,             0.92192,             0.59063,            0.032585,            0.011367,           0.0026421,            0.009406,            0.009406,            0.009406
                   8,            0.025568,            0.014028,           0.0017931,             0.91387,             0.89133,             0.92551,             0.61325,            0.030536,            0.011567,           0.0024009,            0.009307,            0.009307,            0.009307
                   9,            0.025681,            0.013606,           0.0015571,             0.95159,             0.88413,             0.92586,             0.61316,            0.030123,            0.012094,           0.0020888,            0.009208,            0.009208,            0.009208
                  10,            0.024602,            0.013667,           0.0015419,             0.94067,             0.89927,             0.92596,             0.63602,            0.029506,             0.01154,           0.0021882,            0.009109,            0.009109,            0.009109
                  11,            0.023367,            0.013157,           0.0015642,             0.90489,             0.89247,             0.89758,             0.57063,            0.030962,            0.012453,           0.0045802,             0.00901,             0.00901,             0.00901
                  12,            0.022762,            0.012746,           0.0014023,             0.94092,             0.91024,              0.9303,              0.6052,            0.029785,            0.011442,           0.0020481,            0.008911,            0.008911,            0.008911
                  13,            0.022204,            0.012519,           0.0012376,             0.94501,             0.92451,             0.93523,              0.6208,            0.030579,            0.011679,           0.0016504,            0.008812,            0.008812,            0.008812
                  14,            0.021058,            0.011934,             0.00116,             0.93603,             0.91415,             0.90222,             0.61127,            0.028573,            0.012966,            0.001844,            0.008713,            0.008713,            0.008713
                  15,             0.02102,            0.011986,           0.0011659,             0.94211,             0.89486,             0.91258,              0.6051,             0.02831,            0.012742,           0.0024563,            0.008614,            0.008614,            0.008614
                  16,            0.019265,            0.011462,           0.0011632,             0.94365,             0.92013,             0.93189,             0.62704,            0.028537,            0.012299,           0.0016489,            0.008515,            0.008515,            0.008515
                  17,            0.020373,            0.012095,            0.001077,             0.93915,             0.89732,             0.89195,             0.57969,            0.031079,            0.014036,           0.0018082,            0.008416,            0.008416,            0.008416
