               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.080116,            0.047128,            0.030321,            0.079072,             0.17072,            0.061118,            0.013107,            0.090501,             0.36335,            0.023354,              0.0016,              0.0016,              0.0856
                   1,            0.057137,              0.0312,             0.01195,           0.0087291,             0.29665,           0.0054535,           0.0015044,              0.1058,              12.875,              0.1513,           0.0032347,           0.0032347,            0.070235
                   2,            0.044996,            0.025526,           0.0058904,           0.0056182,             0.28015,           0.0053088,           0.0014018,             0.10624,              18.329,             0.55402,            0.004802,            0.004802,            0.054802
                   3,            0.041956,            0.024446,           0.0049725,            0.012978,            0.036213,           0.0025459,          0.00080258,             0.11313,              1.1281,            0.068056,            0.006302,            0.006302,            0.039302
                   4,            0.040094,            0.024436,           0.0058932,             0.16749,             0.19733,            0.081998,            0.024969,             0.07782,              1.0461,            0.062387,           0.0077347,           0.0077347,            0.023735
                   5,            0.037928,            0.022901,           0.0043164,             0.06945,             0.25535,            0.031684,            0.010988,              0.0788,             0.33575,            0.034578,             0.00901,             0.00901,             0.00901
                   6,            0.036415,            0.022276,           0.0053342,             0.33496,             0.26846,             0.18683,            0.082882,            0.056695,             0.30875,            0.088669,             0.00901,             0.00901,             0.00901
                   7,            0.035447,            0.021984,            0.003379,             0.45288,             0.43117,             0.33577,             0.15108,            0.051872,             0.23622,           0.0077311,            0.008812,            0.008812,            0.008812
                   8,             0.03397,            0.021633,           0.0036087,             0.58901,             0.58246,             0.51181,             0.17082,            0.051159,            0.098573,            0.029775,            0.008614,            0.008614,            0.008614
                   9,            0.032851,            0.019908,           0.0022052,             0.85329,             0.59843,             0.74366,               0.394,              0.0381,            0.067957,            0.018707,            0.008416,            0.008416,            0.008416
                  10,            0.032308,            0.019313,            0.002489,             0.76501,             0.65988,             0.71046,             0.39007,            0.041996,            0.068572,           0.0080347,            0.008218,            0.008218,            0.008218
                  11,            0.030152,             0.01902,           0.0028545,             0.79749,             0.73586,             0.81114,             0.43411,            0.039598,            0.023306,           0.0043649,             0.00802,             0.00802,             0.00802
                  12,            0.029255,            0.018942,           0.0023347,             0.89306,             0.67926,             0.78527,             0.43079,            0.039723,            0.019154,           0.0093875,            0.007822,            0.007822,            0.007822
                  13,             0.02846,            0.018698,           0.0017148,             0.81536,             0.76674,             0.83021,             0.46793,            0.035488,            0.025213,           0.0021714,            0.007624,            0.007624,            0.007624
                  14,             0.02859,            0.018159,           0.0015492,             0.86677,             0.83198,             0.90519,             0.48685,            0.037328,            0.015255,           0.0018715,            0.007426,            0.007426,            0.007426
                  15,            0.027817,            0.017852,           0.0012696,             0.84004,             0.86047,             0.90005,             0.51348,            0.039242,             0.01938,           0.0016654,            0.007228,            0.007228,            0.007228
                  16,            0.026939,            0.016636,           0.0013621,             0.80456,             0.83332,              0.8491,             0.48767,            0.035911,            0.017422,           0.0016619,             0.00703,             0.00703,             0.00703
                  17,            0.025636,            0.016532,           0.0013018,             0.88395,             0.82558,             0.89282,             0.52256,            0.034622,              0.0151,           0.0085299,            0.006832,            0.006832,            0.006832
                  18,            0.025499,            0.015668,            0.001271,             0.88929,              0.6945,             0.80184,             0.48552,             0.03521,            0.017123,           0.0058599,            0.006634,            0.006634,            0.006634
