               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  19,            0.024978,            0.015899,           0.0014287,             0.93679,             0.70803,             0.83197,             0.49743,            0.042284,            0.017543,            0.020772,            0.006436,            0.006436,            0.006436
                  20,            0.023634,            0.015632,           0.0008935,             0.91832,             0.91537,             0.94364,             0.57324,            0.034606,            0.011447,            0.004101,            0.006238,            0.006238,            0.006238
                  21,            0.023606,            0.015333,           0.0010568,             0.88727,             0.92292,             0.93027,             0.54989,            0.034934,            0.013128,           0.0015597,             0.00604,             0.00604,             0.00604
                  22,            0.023875,            0.015518,           0.0010946,             0.86307,             0.85896,             0.90118,             0.54461,            0.034456,            0.015405,           0.0036309,            0.005842,            0.005842,            0.005842
                  23,            0.023046,            0.015303,           0.0010348,             0.88696,             0.90724,             0.91828,             0.53351,            0.035483,            0.013296,          0.00089683,            0.005644,            0.005644,            0.005644
                  24,             0.02269,            0.014639,          0.00094651,             0.92128,             0.89634,             0.94656,             0.60697,            0.033528,            0.012151,          0.00048615,            0.005446,            0.005446,            0.005446
                  25,            0.022393,            0.014693,          0.00083065,             0.91811,             0.85208,             0.91356,             0.57091,            0.032546,            0.012852,           0.0032955,            0.005248,            0.005248,            0.005248
                  26,            0.021132,            0.014532,          0.00078072,             0.85794,             0.91289,             0.92082,             0.58024,            0.031509,             0.01219,            0.001437,             0.00505,             0.00505,             0.00505
                  27,            0.020752,            0.014126,          0.00082935,             0.86712,             0.93035,             0.92663,              0.5836,            0.032701,            0.013692,           0.0060808,            0.004852,            0.004852,            0.004852
                  28,             0.02029,             0.01402,          0.00062821,             0.90724,             0.89466,             0.93036,             0.57039,            0.030947,             0.01308,           0.0007023,            0.004654,            0.004654,            0.004654
                  29,             0.02002,            0.013939,          0.00076873,             0.91658,              0.8744,             0.92954,              0.5958,             0.03073,            0.012081,           0.0043112,            0.004456,            0.004456,            0.004456
                  30,            0.019298,            0.013315,           0.0008477,             0.91811,             0.90008,             0.92571,             0.59129,            0.032801,            0.013163,           0.0010964,            0.004258,            0.004258,            0.004258
                  31,            0.019389,            0.012681,          0.00066544,             0.92527,             0.91727,             0.92475,             0.57329,            0.032691,            0.013197,           0.0012531,             0.00406,             0.00406,             0.00406
                  32,            0.019602,            0.013148,          0.00070248,             0.89074,             0.91374,             0.91456,             0.60059,            0.031631,            0.013529,           0.0012148,            0.003862,            0.003862,            0.003862
                  33,            0.019835,            0.012832,          0.00071319,             0.90177,             0.91468,             0.93312,             0.59214,            0.034363,            0.013012,           0.0012575,            0.003664,            0.003664,            0.003664
                  34,            0.018789,             0.01307,          0.00042314,             0.91278,             0.93436,             0.94273,             0.60576,            0.032352,             0.01263,           0.0003295,            0.003466,            0.003466,            0.003466
                  35,            0.017786,            0.012501,          0.00059355,             0.91117,             0.93603,             0.95303,             0.59131,            0.031483,            0.013248,           0.0007985,            0.003268,            0.003268,            0.003268
                  36,            0.017059,            0.011875,          0.00044056,             0.92062,              0.9144,               0.933,             0.60674,            0.032238,            0.012231,           0.0017293,             0.00307,             0.00307,             0.00307
                  37,            0.016975,            0.011924,          0.00045653,             0.94417,             0.93884,              0.9496,             0.60892,             0.03241,            0.012515,           0.0003134,            0.002872,            0.002872,            0.002872
                  38,             0.01738,            0.011846,          0.00048422,             0.94154,             0.90948,             0.93462,              0.6046,            0.032248,            0.012637,           0.0014793,            0.002674,            0.002674,            0.002674
                  39,            0.017152,            0.011898,          0.00055395,             0.91773,             0.95724,             0.95514,             0.61338,            0.030591,            0.012745,          0.00044273,            0.002476,            0.002476,            0.002476
                  40,            0.016655,            0.011718,          0.00045113,             0.93527,             0.94852,             0.95306,             0.61624,            0.030829,            0.012172,          0.00028516,            0.002278,            0.002278,            0.002278
                  41,            0.015937,            0.011301,           0.0005249,             0.94668,             0.96352,             0.96225,             0.63225,            0.029588,            0.012328,          0.00035738,             0.00208,             0.00208,             0.00208
                  42,            0.015398,            0.011359,          0.00041529,              0.9451,             0.92529,             0.94066,             0.61901,            0.031647,            0.013227,          0.00028731,            0.001882,            0.001882,            0.001882
                  43,            0.015245,            0.010991,          0.00051932,             0.92985,             0.93337,             0.93577,             0.62009,            0.031433,            0.013492,           0.0015442,            0.001684,            0.001684,            0.001684
                  44,            0.014847,            0.010578,            0.000285,             0.91953,             0.94721,             0.94672,             0.62397,            0.032221,            0.013523,           0.0023519,            0.001486,            0.001486,            0.001486
                  45,            0.014702,            0.010594,          0.00028499,             0.95175,             0.90528,             0.95439,             0.62916,            0.030982,               0.014,           0.0015104,            0.001288,            0.001288,            0.001288
                  46,            0.014276,            0.010361,          0.00032298,             0.94342,             0.95512,             0.96121,             0.63608,            0.030467,            0.013599,          0.00076214,             0.00109,             0.00109,             0.00109
                  47,            0.013614,            0.010298,          0.00029152,             0.93985,             0.94739,              0.9524,             0.62997,            0.030386,            0.013254,          0.00050934,            0.000892,            0.000892,            0.000892
                  48,            0.013376,            0.010109,          0.00024652,             0.92673,             0.93626,             0.94635,             0.62939,            0.030212,            0.013613,          0.00061357,            0.000694,            0.000694,            0.000694
                  49,             0.01308,            0.010155,          0.00029403,             0.93353,              0.9473,             0.95613,             0.63482,            0.030279,            0.013597,          0.00060692,            0.000496,            0.000496,            0.000496
