               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.088069,            0.044369,            0.035311,             0.16619,             0.36621,             0.21715,            0.081138,            0.068468,            0.031361,            0.022385,           0.0032576,           0.0032576,            0.070682
                   1,            0.069515,            0.029385,            0.017496,             0.53998,             0.61752,             0.56478,             0.25238,            0.059738,            0.015949,           0.0088368,           0.0065257,           0.0065257,            0.040617
                   2,            0.061589,            0.023171,           0.0084076,             0.46961,              0.7655,             0.62636,             0.27768,             0.05659,            0.013532,           0.0052451,           0.0097277,           0.0097277,            0.010485
                   3,            0.047771,              0.0202,           0.0048668,             0.61729,             0.81775,             0.72985,             0.36158,            0.042062,            0.012164,           0.0030458,            0.009703,            0.009703,            0.009703
                   4,            0.041701,            0.019118,           0.0038466,             0.88413,             0.87061,             0.91878,             0.50549,            0.036903,            0.010958,           0.0020948,            0.009703,            0.009703,            0.009703
                   5,            0.035185,            0.017372,           0.0029912,             0.87913,             0.83295,              0.8993,             0.57573,            0.033595,             0.01145,           0.0050971,            0.009604,            0.009604,            0.009604
                   6,            0.033602,            0.016449,           0.0023697,             0.90847,              0.8601,             0.91192,             0.60338,             0.03365,            0.010693,           0.0038811,            0.009505,            0.009505,            0.009505
                   7,            0.031076,            0.016271,           0.0019639,             0.91146,             0.92808,             0.93288,             0.57776,            0.036546,           0.0099615,           0.0019672,            0.009406,            0.009406,            0.009406
                   8,            0.031107,            0.016497,           0.0020141,             0.90286,             0.91691,             0.92683,             0.56327,            0.035477,            0.010046,           0.0018935,            0.009307,            0.009307,            0.009307
                   9,            0.029914,             0.01533,           0.0017371,             0.95431,             0.85561,             0.90544,             0.60453,            0.032767,            0.011022,           0.0015923,            0.009208,            0.009208,            0.009208
                  10,            0.027363,            0.015505,           0.0015171,             0.94065,             0.89914,             0.91253,             0.59068,            0.032703,            0.011272,            0.001765,            0.009109,            0.009109,            0.009109
                  11,            0.027327,            0.014781,           0.0014826,             0.91284,             0.90342,             0.93304,             0.60772,            0.033293,            0.010532,           0.0017862,             0.00901,             0.00901,             0.00901
                  12,            0.025744,             0.01463,           0.0014688,             0.89974,             0.89409,             0.90102,              0.5912,            0.031033,            0.011234,            0.002555,            0.008911,            0.008911,            0.008911
                  13,            0.026374,            0.014869,           0.0014127,             0.91635,             0.89854,             0.92766,             0.62607,            0.031052,            0.011312,           0.0022232,            0.008812,            0.008812,            0.008812
                  14,            0.024611,            0.013713,           0.0012295,             0.95494,             0.88742,             0.91835,             0.61449,             0.03207,            0.011171,           0.0014877,            0.008713,            0.008713,            0.008713
                  15,             0.02274,            0.013436,           0.0012786,             0.95046,             0.90012,             0.92333,             0.61303,            0.030994,            0.011649,           0.0013431,            0.008614,            0.008614,            0.008614
                  16,            0.023189,            0.013081,           0.0011771,             0.94241,             0.91669,             0.94723,              0.6228,            0.032524,            0.011095,           0.0013275,            0.008515,            0.008515,            0.008515
                  17,            0.022604,            0.012925,             0.00127,             0.94847,             0.89332,             0.91589,             0.58045,            0.031375,             0.01157,           0.0012118,            0.008416,            0.008416,            0.008416
                  18,            0.021813,            0.012719,           0.0011929,             0.93891,             0.88106,             0.91412,             0.62064,            0.030628,            0.011778,           0.0014873,            0.008317,            0.008317,            0.008317
                  19,            0.022103,            0.012087,           0.0012296,             0.94253,             0.89944,             0.91552,             0.61912,            0.030562,            0.012248,           0.0019445,            0.008218,            0.008218,            0.008218
                  20,            0.022663,            0.012938,           0.0010859,              0.9597,             0.89529,             0.92604,             0.62434,            0.030642,            0.011392,           0.0015394,            0.008119,            0.008119,            0.008119
                  21,            0.020105,             0.01237,           0.0010526,              0.9498,             0.89089,             0.93182,              0.6259,             0.03035,            0.010612,           0.0019116,             0.00802,             0.00802,             0.00802
                  22,            0.020464,            0.012287,          0.00095702,             0.90149,             0.89376,             0.92205,             0.62362,            0.030437,            0.013399,           0.0013981,            0.007921,            0.007921,            0.007921
                  23,            0.021563,            0.012532,          0.00095196,             0.88378,             0.91449,             0.92795,             0.62086,            0.030842,            0.012525,           0.0014944,            0.007822,            0.007822,            0.007822
                  24,            0.019227,             0.01175,          0.00096915,             0.94432,             0.91411,             0.93384,             0.63809,            0.030525,            0.010985,           0.0011877,            0.007723,            0.007723,            0.007723
                  25,            0.020003,             0.01217,          0.00090133,              0.9396,             0.91147,             0.93696,             0.62812,             0.03034,             0.01131,           0.0013446,            0.007624,            0.007624,            0.007624
                  26,            0.019169,            0.011872,          0.00082919,             0.93722,             0.88307,             0.92565,             0.62064,            0.030879,             0.01224,             0.00196,            0.007525,            0.007525,            0.007525
                  27,            0.018973,            0.012012,          0.00089809,             0.94352,             0.88344,             0.91515,             0.60969,            0.031663,            0.012677,            0.002325,            0.007426,            0.007426,            0.007426
                  28,            0.018562,            0.011343,          0.00091314,             0.94915,             0.92156,             0.94577,             0.65593,            0.029421,            0.011373,           0.0015346,            0.007327,            0.007327,            0.007327
                  29,            0.018325,            0.011381,           0.0008388,             0.93275,             0.91891,             0.91315,              0.6205,            0.029584,            0.012414,           0.0019949,            0.007228,            0.007228,            0.007228
                  30,            0.017691,            0.011348,          0.00081812,             0.93385,             0.90566,             0.90977,             0.62153,            0.029933,            0.012096,          0.00099478,            0.007129,            0.007129,            0.007129
                  31,            0.017036,            0.010787,          0.00080144,              0.9436,             0.91035,             0.91172,             0.61872,            0.030496,            0.012553,           0.0012594,             0.00703,             0.00703,             0.00703
                  32,             0.01751,            0.010912,          0.00084408,             0.93765,             0.90947,             0.91903,              0.5958,            0.030666,             0.01282,           0.0010937,            0.006931,            0.006931,            0.006931
                  33,            0.016698,            0.010441,          0.00079221,             0.94575,             0.90333,             0.92201,             0.61715,            0.030069,            0.012866,           0.0014926,            0.006832,            0.006832,            0.006832
                  34,            0.017834,             0.01083,          0.00076125,             0.93492,             0.89527,             0.93475,             0.62258,            0.029719,            0.011792,           0.0010815,            0.006733,            0.006733,            0.006733
                  35,            0.016334,            0.010597,            0.000704,             0.93135,             0.89918,             0.91886,             0.61319,             0.02989,            0.012832,            0.001202,            0.006634,            0.006634,            0.006634
                  36,            0.017007,            0.010498,          0.00068114,              0.9248,             0.89833,             0.92655,             0.61637,             0.03043,            0.012328,           0.0011329,            0.006535,            0.006535,            0.006535
                  37,            0.016106,            0.010225,          0.00078809,              0.9431,             0.90826,             0.92004,             0.61006,            0.030113,            0.012576,           0.0012914,            0.006436,            0.006436,            0.006436
                  38,            0.015565,            0.010298,          0.00066992,             0.93987,             0.90591,               0.927,             0.62896,            0.029718,            0.012895,           0.0012321,            0.006337,            0.006337,            0.006337
                  39,            0.016268,            0.010084,          0.00061745,             0.94449,             0.90116,             0.92301,             0.62688,            0.030039,            0.012762,           0.0012212,            0.006238,            0.006238,            0.006238
                  40,            0.015495,            0.010188,          0.00064101,             0.94445,             0.90945,             0.92919,             0.63371,            0.029868,            0.012734,           0.0011296,            0.006139,            0.006139,            0.006139
                  41,            0.014864,            0.010073,          0.00068032,             0.93788,             0.91379,             0.93459,             0.62637,            0.029777,            0.012158,          0.00092307,             0.00604,             0.00604,             0.00604
                  42,            0.014971,           0.0098198,          0.00067287,             0.94383,              0.9204,             0.93432,             0.63519,            0.029192,            0.012158,          0.00086254,            0.005941,            0.005941,            0.005941
                  43,            0.014789,           0.0097836,          0.00070235,              0.9401,             0.91212,             0.92981,             0.64048,            0.029557,            0.012925,           0.0014144,            0.005842,            0.005842,            0.005842
                  44,            0.014731,           0.0095656,          0.00066432,             0.94102,             0.89539,             0.93039,             0.64068,            0.029649,            0.013121,           0.0010181,            0.005743,            0.005743,            0.005743
                  45,            0.014491,           0.0096619,          0.00057776,              0.9172,             0.91987,             0.93298,             0.62557,            0.030072,            0.012959,           0.0015117,            0.005644,            0.005644,            0.005644
                  46,             0.01523,            0.010224,          0.00057134,             0.92117,             0.90524,             0.92882,             0.62191,            0.030458,            0.013287,           0.0014318,            0.005545,            0.005545,            0.005545
                  47,            0.014497,            0.009726,          0.00054583,             0.93912,             0.90438,             0.93064,             0.61253,            0.030083,             0.01268,          0.00089844,            0.005446,            0.005446,            0.005446
                  48,            0.014249,           0.0096206,          0.00050145,             0.94052,              0.9091,             0.93499,             0.62897,            0.029083,            0.012415,           0.0011635,            0.005347,            0.005347,            0.005347
                  49,            0.013715,           0.0091531,          0.00051451,             0.93774,             0.92725,             0.93274,             0.59874,            0.029027,            0.012328,          0.00092363,            0.005248,            0.005248,            0.005248
                  50,            0.013623,           0.0093406,          0.00052259,             0.93844,             0.91765,             0.94165,             0.62908,            0.029366,            0.012979,           0.0012826,            0.005149,            0.005149,            0.005149
                  51,            0.013431,            0.009162,          0.00060095,             0.94652,             0.90016,             0.92437,              0.6298,            0.029883,             0.01316,            0.001475,             0.00505,             0.00505,             0.00505
                  52,            0.014015,           0.0096484,          0.00050823,             0.93892,             0.91456,             0.94213,             0.61913,            0.029196,            0.013466,           0.0008855,            0.004951,            0.004951,            0.004951
                  53,            0.013263,           0.0095923,          0.00048212,              0.9206,             0.90662,             0.92832,             0.62648,            0.029529,            0.013685,           0.0012315,            0.004852,            0.004852,            0.004852
                  54,            0.013089,           0.0093945,          0.00049572,             0.92261,             0.89429,             0.93145,             0.62568,            0.029413,            0.013588,           0.0010234,            0.004753,            0.004753,            0.004753
                  55,             0.01351,           0.0094298,          0.00043005,              0.9341,               0.903,              0.9266,             0.61801,            0.029298,            0.012939,          0.00092939,            0.004654,            0.004654,            0.004654
                  56,            0.012343,           0.0086181,          0.00047608,              0.9427,             0.90829,              0.9226,             0.62141,            0.029574,            0.013806,           0.0011108,            0.004555,            0.004555,            0.004555
                  57,            0.013117,           0.0087733,          0.00046055,             0.94042,             0.89932,             0.93511,             0.62518,             0.02975,             0.01318,           0.0012711,            0.004456,            0.004456,            0.004456
                  58,            0.012238,           0.0089101,          0.00050777,             0.93955,             0.92009,             0.93016,              0.6308,            0.029263,            0.012848,          0.00093153,            0.004357,            0.004357,            0.004357
                  59,            0.012213,           0.0085062,          0.00043268,              0.9421,             0.90911,             0.93796,             0.63875,             0.02894,            0.012827,          0.00094026,            0.004258,            0.004258,            0.004258
                  60,             0.01217,           0.0083922,          0.00043436,             0.93988,             0.91371,             0.93584,             0.63766,            0.028964,            0.013294,          0.00096023,            0.004159,            0.004159,            0.004159
                  61,            0.011904,           0.0085344,          0.00041081,             0.91445,              0.9134,             0.94239,             0.63084,            0.029366,            0.013277,          0.00092153,             0.00406,             0.00406,             0.00406
                  62,            0.011673,           0.0083073,           0.0003745,             0.92205,               0.905,             0.93763,             0.63004,             0.02901,            0.013313,          0.00099959,            0.003961,            0.003961,            0.003961
                  63,            0.011203,           0.0081783,          0.00039892,             0.93481,             0.92824,             0.94067,             0.63852,            0.028975,            0.013233,          0.00098674,            0.003862,            0.003862,            0.003862
                  64,            0.011606,           0.0090549,           0.0004021,             0.91459,             0.91793,             0.93393,              0.6204,            0.028827,            0.013064,           0.0010412,            0.003763,            0.003763,            0.003763
                  65,            0.011228,           0.0083138,          0.00036193,             0.94002,               0.913,             0.92315,             0.62232,            0.029389,            0.013809,           0.0010659,            0.003664,            0.003664,            0.003664
                  66,            0.011348,           0.0083347,          0.00039384,             0.94592,             0.90946,             0.92642,              0.6338,            0.029163,            0.013523,           0.0011255,            0.003565,            0.003565,            0.003565
                  67,            0.010884,           0.0081458,          0.00038447,             0.94218,             0.91182,              0.9252,             0.62608,            0.029167,            0.013786,          0.00096332,            0.003466,            0.003466,            0.003466
