               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.080437,            0.038927,            0.037302,             0.52956,             0.48744,             0.44246,             0.17432,            0.064723,            0.018906,            0.016551,           0.0032932,           0.0032932,            0.070361
                   1,            0.062475,            0.023844,            0.012158,             0.58178,             0.68026,             0.61844,             0.21441,            0.060334,            0.012594,             0.00594,           0.0065609,           0.0065609,            0.040296
                   2,            0.053134,            0.019904,           0.0061019,             0.62372,             0.70177,             0.71326,             0.35399,            0.048971,            0.012367,           0.0063939,           0.0097626,           0.0097626,            0.010164
                   3,            0.040912,            0.018726,            0.004042,             0.84603,             0.72311,             0.83394,             0.45581,            0.039256,            0.012135,           0.0041624,            0.009703,            0.009703,            0.009703
                   4,            0.034973,            0.017134,           0.0031395,             0.85039,             0.80656,             0.83743,             0.51886,            0.035025,            0.012495,           0.0059384,            0.009703,            0.009703,            0.009703
                   5,            0.031244,            0.015997,           0.0024995,             0.92593,             0.93453,             0.93991,             0.56446,            0.034808,            0.011406,           0.0031098,            0.009604,            0.009604,            0.009604
                   6,            0.028779,            0.015392,           0.0021267,             0.93358,             0.88057,             0.92148,             0.56549,            0.036374,            0.011083,           0.0027054,            0.009505,            0.009505,            0.009505
                   7,            0.027976,            0.014846,           0.0018504,              0.9323,              0.9244,             0.93417,             0.58671,            0.033644,            0.011365,           0.0026701,            0.009406,            0.009406,            0.009406
                   8,            0.025563,            0.014106,           0.0018003,             0.90596,             0.91888,             0.93023,             0.59655,             0.03174,            0.011154,           0.0025316,            0.009307,            0.009307,            0.009307
                   9,            0.025893,            0.013685,           0.0016478,             0.92058,             0.91455,             0.93708,              0.6344,             0.03027,            0.011173,            0.001692,            0.009208,            0.009208,            0.009208
                  10,            0.024352,            0.013755,           0.0016773,              0.9454,             0.87797,             0.91873,             0.61921,            0.030638,            0.012009,           0.0047088,            0.009109,            0.009109,            0.009109
                  11,            0.022802,            0.013165,           0.0013985,             0.93637,             0.90394,             0.93033,             0.60667,            0.030668,             0.01205,           0.0025125,             0.00901,             0.00901,             0.00901
                  12,            0.023395,            0.012911,           0.0014138,             0.93732,             0.89654,             0.92576,             0.62145,            0.029701,            0.011851,           0.0017411,            0.008911,            0.008911,            0.008911
                  13,            0.021868,            0.012571,           0.0013856,             0.92754,             0.89831,             0.91794,              0.5837,            0.030708,            0.013173,           0.0032885,            0.008812,            0.008812,            0.008812
                  14,            0.021239,             0.01204,           0.0012345,              0.9287,              0.8974,             0.90697,             0.60563,            0.029018,            0.012176,           0.0017417,            0.008713,            0.008713,            0.008713
                  15,            0.020357,            0.011959,           0.0012028,             0.93361,             0.87008,             0.90693,              0.5998,            0.028497,            0.012383,           0.0050722,            0.008614,            0.008614,            0.008614
                  16,            0.019891,            0.011607,           0.0010981,             0.93041,             0.85488,             0.89621,             0.58412,            0.031251,            0.012854,           0.0044174,            0.008515,            0.008515,            0.008515
                  17,            0.019858,            0.011954,           0.0010998,             0.92928,             0.87956,             0.89481,             0.59842,            0.029862,            0.013541,           0.0032289,            0.008416,            0.008416,            0.008416
                  18,            0.019339,            0.011625,           0.0011266,             0.92259,             0.89306,             0.90889,             0.60075,            0.028567,            0.013241,           0.0037112,            0.008317,            0.008317,            0.008317
                  19,            0.018952,            0.011526,            0.000991,             0.94945,             0.87544,             0.90562,             0.60846,            0.028714,            0.014749,            0.003831,            0.008218,            0.008218,            0.008218
                  20,            0.018344,            0.011316,          0.00095143,             0.94383,             0.91104,             0.93493,             0.63504,            0.027517,            0.012347,           0.0022497,            0.008119,            0.008119,            0.008119
                  21,            0.018215,            0.011005,          0.00094728,             0.93494,             0.92139,             0.92956,             0.62909,            0.027897,            0.012798,           0.0022276,             0.00802,             0.00802,             0.00802
                  22,            0.017422,            0.010794,          0.00098297,             0.90621,             0.90361,             0.93207,             0.60119,            0.028299,            0.014049,           0.0030199,            0.007921,            0.007921,            0.007921
                  23,            0.017136,             0.01095,          0.00099883,             0.89509,             0.90523,             0.91194,             0.62343,            0.028003,            0.012699,            0.002659,            0.007822,            0.007822,            0.007822
                  24,            0.017108,            0.010665,          0.00097303,             0.93881,              0.8981,              0.9246,             0.62259,             0.02817,            0.012946,           0.0023299,            0.007723,            0.007723,            0.007723
                  25,            0.017095,            0.010685,          0.00094815,             0.93065,              0.9075,             0.93478,             0.62346,            0.028711,            0.012538,           0.0017716,            0.007624,            0.007624,            0.007624
                  26,            0.016482,             0.01069,          0.00085841,              0.9385,             0.89711,             0.94406,              0.6224,            0.027822,            0.012861,           0.0022676,            0.007525,            0.007525,            0.007525
                  27,            0.015857,            0.009788,          0.00091638,             0.94555,             0.91242,             0.92643,             0.62225,            0.028043,            0.013605,           0.0019619,            0.007426,            0.007426,            0.007426
                  28,            0.016429,            0.010422,          0.00084608,             0.93946,              0.9051,             0.90759,             0.60959,            0.027614,            0.013655,            0.001546,            0.007327,            0.007327,            0.007327
                  29,            0.015723,            0.010119,          0.00084842,             0.93512,             0.90476,             0.92032,             0.63091,            0.027325,            0.013771,           0.0018309,            0.007228,            0.007228,            0.007228
                  30,             0.01522,           0.0097024,          0.00076175,             0.95507,             0.90763,              0.9327,             0.63486,            0.027867,            0.012767,           0.0019778,            0.007129,            0.007129,            0.007129
                  31,            0.015178,           0.0095746,          0.00075709,             0.95028,             0.90444,             0.94482,             0.64541,            0.027364,            0.013256,           0.0030534,             0.00703,             0.00703,             0.00703
                  32,            0.014857,           0.0096628,          0.00083129,             0.93933,             0.92102,               0.931,             0.64836,            0.026696,            0.012511,           0.0016367,            0.006931,            0.006931,            0.006931
                  33,            0.015072,           0.0097698,          0.00079289,             0.95018,              0.8987,             0.91855,             0.63206,            0.027044,            0.013753,           0.0018616,            0.006832,            0.006832,            0.006832
                  34,            0.014579,           0.0093973,          0.00073344,             0.94646,             0.91367,             0.94796,             0.63562,            0.027167,            0.012301,           0.0024753,            0.006733,            0.006733,            0.006733
                  35,             0.01496,           0.0095008,          0.00074788,             0.93861,             0.89882,             0.91536,             0.62939,            0.027399,            0.012918,           0.0017014,            0.006634,            0.006634,            0.006634
                  36,            0.013486,           0.0092435,          0.00069874,             0.95029,             0.92182,             0.93621,             0.63565,            0.026801,            0.013772,           0.0017315,            0.006535,            0.006535,            0.006535
                  37,            0.013857,           0.0094875,          0.00069346,             0.93107,             0.90948,             0.93366,             0.62223,            0.027868,             0.01405,           0.0020289,            0.006436,            0.006436,            0.006436
                  38,            0.013529,           0.0091035,          0.00064148,             0.91452,             0.92487,             0.93636,             0.64078,            0.027128,            0.012932,            0.002048,            0.006337,            0.006337,            0.006337
                  39,            0.013467,           0.0090155,          0.00065874,              0.9345,             0.90048,             0.93379,             0.61197,            0.027524,            0.013731,           0.0018786,            0.006238,            0.006238,            0.006238
                  40,            0.013423,           0.0089325,          0.00064114,             0.91456,              0.9296,             0.93304,             0.62238,            0.027706,            0.013254,           0.0018438,            0.006139,            0.006139,            0.006139
                  41,            0.012988,           0.0090676,          0.00064771,             0.90891,             0.91112,              0.9331,             0.63382,             0.02642,            0.013772,           0.0024261,             0.00604,             0.00604,             0.00604
                  42,            0.013142,           0.0088216,          0.00063464,             0.94479,             0.90606,             0.93732,             0.64515,            0.026478,            0.014006,           0.0016411,            0.005941,            0.005941,            0.005941
                  43,            0.012634,           0.0088675,          0.00057418,             0.95457,             0.90093,              0.9179,             0.62397,            0.026965,            0.013473,           0.0016533,            0.005842,            0.005842,            0.005842
                  44,            0.012759,           0.0089083,          0.00061414,             0.94229,             0.91735,             0.94089,             0.61975,            0.026954,            0.013972,           0.0018105,            0.005743,            0.005743,            0.005743
                  45,            0.012787,           0.0089938,          0.00060457,             0.93469,             0.90668,             0.92951,             0.64523,            0.026757,            0.013493,           0.0015254,            0.005644,            0.005644,            0.005644
                  46,            0.012406,           0.0084867,          0.00056363,             0.94596,             0.91594,             0.93126,             0.63068,            0.026776,            0.013248,           0.0014307,            0.005545,            0.005545,            0.005545
                  47,            0.012069,           0.0085449,          0.00055933,             0.95014,              0.9113,             0.92534,              0.6374,            0.027102,             0.01441,           0.0014861,            0.005446,            0.005446,            0.005446
                  48,            0.012056,           0.0084061,           0.0005206,             0.93357,              0.8868,             0.91591,             0.61839,            0.026978,            0.014151,           0.0017563,            0.005347,            0.005347,            0.005347
                  49,            0.012293,           0.0086221,          0.00054169,             0.94453,             0.89046,             0.93361,             0.64473,            0.027292,            0.014113,           0.0016628,            0.005248,            0.005248,            0.005248
                  50,              0.0118,           0.0082949,          0.00052026,             0.94408,             0.90591,              0.9416,             0.63464,            0.027317,            0.014043,           0.0015333,            0.005149,            0.005149,            0.005149
                  51,            0.011539,           0.0083009,          0.00056236,             0.94563,             0.90661,             0.93019,             0.63776,            0.026593,            0.013218,           0.0013563,             0.00505,             0.00505,             0.00505
                  52,            0.011008,           0.0081576,          0.00051509,             0.94807,             0.90579,             0.92748,             0.62822,            0.026896,            0.014205,           0.0013779,            0.004951,            0.004951,            0.004951
                  53,            0.011224,           0.0083342,          0.00046699,             0.95182,             0.89789,             0.92545,             0.62784,            0.027028,            0.014094,           0.0013787,            0.004852,            0.004852,            0.004852
                  54,             0.01099,           0.0081097,          0.00051895,              0.9412,             0.90245,             0.93309,             0.64025,            0.025937,            0.013931,           0.0014084,            0.004753,            0.004753,            0.004753
                  55,             0.01084,           0.0078749,          0.00048526,             0.95051,             0.89787,             0.92849,             0.62907,            0.027004,            0.013863,           0.0013115,            0.004654,            0.004654,            0.004654
                  56,            0.010975,           0.0078735,          0.00047841,             0.95409,             0.89845,             0.92688,             0.63785,             0.02706,            0.014301,           0.0016231,            0.004555,            0.004555,            0.004555
                  57,            0.011036,           0.0081116,          0.00043965,             0.95446,             0.90241,             0.93608,             0.65347,            0.026399,            0.013467,           0.0015215,            0.004456,            0.004456,            0.004456
                  58,            0.010481,            0.007684,          0.00046113,             0.93896,             0.91473,             0.93597,               0.656,            0.026228,            0.014272,            0.001541,            0.004357,            0.004357,            0.004357
                  59,            0.010522,           0.0078083,          0.00044779,             0.95019,             0.91521,             0.93373,             0.64079,            0.026309,            0.014428,           0.0014677,            0.004258,            0.004258,            0.004258
                  60,            0.010654,           0.0079807,          0.00044092,             0.94281,             0.89842,              0.9217,             0.64025,            0.026627,            0.013692,           0.0015359,            0.004159,            0.004159,            0.004159
                  61,            0.010573,           0.0080366,          0.00043122,              0.9479,             0.90714,             0.93973,             0.64481,            0.026641,            0.013727,           0.0014091,             0.00406,             0.00406,             0.00406
                  62,            0.010152,           0.0075736,           0.0004104,              0.9408,             0.90565,             0.92799,             0.62927,            0.027075,            0.013863,           0.0020618,            0.003961,            0.003961,            0.003961
                  63,           0.0099152,            0.007582,          0.00041352,             0.94454,             0.90836,             0.92023,             0.62496,            0.026944,            0.014778,           0.0018218,            0.003862,            0.003862,            0.003862
                  64,           0.0097927,           0.0075582,          0.00039973,             0.95146,             0.90489,             0.93026,             0.63433,            0.026745,            0.014752,           0.0017154,            0.003763,            0.003763,            0.003763
                  65,           0.0096894,           0.0074503,          0.00038863,             0.94285,             0.89472,             0.92633,             0.63586,            0.027047,            0.014621,           0.0014052,            0.003664,            0.003664,            0.003664
                  66,           0.0094888,           0.0072697,          0.00043366,             0.95714,             0.89188,             0.92878,             0.63625,            0.026728,            0.014721,           0.0013503,            0.003565,            0.003565,            0.003565
                  67,           0.0095797,           0.0071799,          0.00036148,             0.95607,             0.91148,             0.93804,             0.62933,            0.026818,            0.014706,             0.00125,            0.003466,            0.003466,            0.003466
                  68,           0.0092528,           0.0073681,          0.00035737,             0.94927,             0.91361,             0.93681,             0.63998,            0.026692,            0.014869,           0.0013091,            0.003367,            0.003367,            0.003367
                  69,           0.0090585,           0.0067967,          0.00034784,              0.9507,             0.91086,             0.94326,              0.6345,            0.026357,            0.014675,           0.0013503,            0.003268,            0.003268,            0.003268
                  70,           0.0092727,           0.0071078,          0.00035332,             0.94662,             0.91062,             0.93759,             0.64177,             0.02666,            0.014763,           0.0014334,            0.003169,            0.003169,            0.003169
                  71,            0.008999,             0.00678,          0.00034493,             0.94348,             0.90191,             0.93421,             0.63066,            0.027067,            0.014826,           0.0016392,             0.00307,             0.00307,             0.00307
                  72,           0.0089177,           0.0069111,          0.00033246,             0.94255,             0.90037,             0.92676,             0.62936,             0.02638,            0.015211,           0.0016213,            0.002971,            0.002971,            0.002971
                  73,           0.0087326,           0.0070256,          0.00032376,             0.94822,             0.90204,             0.92971,             0.63837,            0.026355,            0.015296,           0.0013807,            0.002872,            0.002872,            0.002872
                  74,           0.0087859,           0.0068673,          0.00034282,             0.93841,             0.90403,             0.93157,              0.6314,             0.02673,            0.014776,           0.0013961,            0.002773,            0.002773,            0.002773
                  75,           0.0084988,           0.0067456,          0.00029652,             0.94415,             0.90278,             0.93338,             0.63531,            0.026278,            0.014689,           0.0012239,            0.002674,            0.002674,            0.002674
                  76,           0.0082845,           0.0064431,          0.00027099,             0.95078,             0.90964,             0.94456,             0.64605,            0.026461,             0.01491,           0.0012071,            0.002575,            0.002575,            0.002575
                  77,           0.0083462,           0.0067562,           0.0003117,             0.95204,             0.90254,             0.93415,               0.637,            0.026301,            0.014685,           0.0011594,            0.002476,            0.002476,            0.002476
                  78,           0.0082176,           0.0065575,          0.00026988,             0.95653,             0.91012,             0.94359,             0.63605,            0.026591,            0.014718,           0.0010976,            0.002377,            0.002377,            0.002377
                  79,           0.0082157,           0.0064809,           0.0003005,             0.94938,             0.90871,              0.9382,             0.62661,             0.02663,             0.01494,           0.0011691,            0.002278,            0.002278,            0.002278
                  80,            0.008113,           0.0064007,          0.00024433,             0.95107,             0.90949,             0.93993,             0.63515,            0.026455,            0.014966,           0.0012899,            0.002179,            0.002179,            0.002179
                  81,           0.0079385,           0.0063901,          0.00024094,             0.95606,             0.90546,             0.94291,             0.64227,            0.026318,            0.014917,           0.0012942,             0.00208,             0.00208,             0.00208
                  82,           0.0079235,           0.0064738,          0.00028007,             0.94928,             0.90528,             0.93357,             0.64112,            0.026485,             0.01527,           0.0012921,            0.001981,            0.001981,            0.001981
                  83,           0.0078065,           0.0064093,          0.00025593,             0.95809,             0.90383,             0.94267,              0.6393,            0.026667,            0.015148,           0.0013937,            0.001882,            0.001882,            0.001882
                  84,           0.0076988,            0.006414,          0.00023353,             0.95491,             0.90473,             0.94129,             0.65201,            0.026176,            0.014881,           0.0013003,            0.001783,            0.001783,            0.001783
                  85,           0.0076143,           0.0061689,          0.00020217,             0.95771,             0.92184,             0.94534,             0.65135,            0.026587,            0.014885,           0.0012434,            0.001684,            0.001684,            0.001684
                  86,           0.0074848,           0.0060624,          0.00022666,              0.9498,             0.90858,             0.93281,             0.64893,            0.026611,            0.015056,             0.00127,            0.001585,            0.001585,            0.001585
                  87,           0.0074513,           0.0061049,          0.00021201,             0.95149,             0.90835,             0.93574,             0.64578,            0.026725,            0.015311,            0.001332,            0.001486,            0.001486,            0.001486
                  88,           0.0073957,           0.0061491,          0.00018889,             0.95165,             0.90777,             0.93316,             0.63748,             0.02654,            0.015254,            0.001359,            0.001387,            0.001387,            0.001387
                  89,           0.0072803,           0.0060792,          0.00019658,             0.95034,               0.909,             0.93623,             0.64116,            0.026446,            0.015136,           0.0012983,            0.001288,            0.001288,            0.001288
                  90,           0.0072727,           0.0061053,          0.00019133,             0.94906,              0.9121,             0.94106,              0.6416,            0.026318,            0.015301,           0.0012438,            0.001189,            0.001189,            0.001189
                  91,            0.007092,           0.0059185,          0.00018617,             0.95278,             0.90776,             0.93946,             0.64956,            0.026507,            0.015364,           0.0012306,             0.00109,             0.00109,             0.00109
                  92,           0.0070266,           0.0058986,          0.00020037,             0.94967,             0.91164,             0.93635,             0.64581,            0.026633,            0.015458,           0.0012308,            0.000991,            0.000991,            0.000991
                  93,           0.0069913,           0.0058848,          0.00018021,             0.95551,             0.91955,             0.94228,              0.6458,            0.026546,            0.015047,           0.0012053,            0.000892,            0.000892,            0.000892
                  94,           0.0069021,           0.0058077,          0.00016331,             0.95224,             0.91272,             0.93756,             0.64091,            0.026469,            0.015156,           0.0011915,            0.000793,            0.000793,            0.000793
                  95,           0.0068371,            0.005705,           0.0001541,             0.95084,             0.91055,             0.93968,             0.64584,            0.026381,            0.015128,           0.0012584,            0.000694,            0.000694,            0.000694
                  96,           0.0068211,            0.005926,          0.00016796,              0.9506,             0.91271,             0.94079,             0.64454,            0.026582,            0.015341,           0.0012465,            0.000595,            0.000595,            0.000595
                  97,           0.0067744,           0.0058446,          0.00015778,             0.94691,             0.91344,             0.94065,             0.64249,            0.026473,            0.015158,           0.0011925,            0.000496,            0.000496,            0.000496
