               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.099843,             0.04497,            0.037391,             0.31875,             0.13466,             0.10161,            0.034185,            0.075937,            0.024982,            0.026644,              0.0016,              0.0016,              0.0856
                   1,             0.07425,            0.037439,            0.021551,             0.36604,             0.48425,             0.41833,             0.19029,            0.079052,            0.021669,           0.0066966,           0.0032673,           0.0032673,            0.070267
                   2,            0.070016,            0.025146,           0.0093441,             0.62161,             0.65539,              0.6922,             0.27981,            0.060652,            0.015184,           0.0029988,            0.004901,            0.004901,            0.054901
                   3,             0.06322,            0.021467,           0.0065355,              0.4166,             0.58222,             0.45116,             0.16632,            0.070418,            0.017513,           0.0017008,            0.006501,            0.006501,            0.039501
                   4,            0.054892,             0.02025,           0.0049665,             0.72422,             0.62126,             0.69654,             0.33858,            0.055137,            0.016107,           0.0057402,           0.0080674,           0.0080674,            0.024067
                   5,            0.050123,            0.018824,            0.004013,             0.67823,             0.65416,             0.67849,             0.32089,            0.046348,            0.015986,            0.002772,            0.009505,            0.009505,            0.009505
                   6,            0.044045,            0.017335,           0.0030782,             0.83195,             0.74866,             0.83732,              0.4383,             0.04109,            0.014014,           0.0037858,            0.009505,            0.009505,            0.009505
                   7,            0.037519,            0.017088,            0.002518,             0.76469,             0.83362,              0.8519,             0.44973,            0.043344,            0.014992,            0.001435,            0.009406,            0.009406,            0.009406
                   8,            0.035772,            0.017229,           0.0023809,             0.82755,             0.91146,             0.90545,             0.54837,            0.036659,            0.013788,           0.0017578,            0.009307,            0.009307,            0.009307
                   9,            0.033529,            0.015712,           0.0019199,             0.91555,             0.91766,             0.93727,              0.5687,            0.036703,            0.013469,           0.0024602,            0.009208,            0.009208,            0.009208
                  10,            0.031444,            0.015461,            0.001768,             0.92492,             0.90248,             0.92757,             0.59217,            0.035264,             0.01187,           0.0022753,            0.009109,            0.009109,            0.009109
                  11,            0.028165,            0.014608,           0.0016616,             0.92329,             0.93123,             0.93389,             0.57737,            0.033644,            0.012602,           0.0013519,             0.00901,             0.00901,             0.00901
                  12,            0.028303,            0.014473,           0.0015188,             0.90253,             0.89484,             0.91479,             0.55573,            0.039007,             0.01312,           0.0019479,            0.008911,            0.008911,            0.008911
                  13,            0.030118,            0.014824,           0.0014978,             0.89037,             0.89471,             0.93454,             0.60615,            0.034517,            0.013032,           0.0014553,            0.008812,            0.008812,            0.008812
                  14,            0.028097,            0.014386,           0.0013207,             0.89359,             0.91082,             0.93116,             0.55985,            0.036871,            0.012742,           0.0013123,            0.008713,            0.008713,            0.008713
